pair_id,start_gantry_id,start_link_id,longitude,latitude,end_gantry_id,end_link_id,longitude,latitude,distance_km,direction
03F4232N_03F4168N,03F4232N,0000300142300T,120.52577,22.501368,03F4168N,0000300141700T,120.52476,22.557407,6.4,North
03F4232S_03F4263S,03F4232S,0000300042300T,120.52577,22.501368,03F4263S,0000300042600T,120.530846,22.47466,3.1,South
03F4259N_03F4232N,03F4259N,0000300142600T,120.53139,22.477465,03F4232N,0000300142300T,120.52577,22.501368,2.7,North
05F0000S_05F0055S,05F0000S,0000501001000A,121.62302,25.035183,05F0055S,0000500000500F,121.652084,24.996504,5.5,South
05F0001N_03F0150N,05F0001N,0000500100000A,121.62472,25.035036,03F0150N,0000301105010F,121.624789,25.042389,1,North
05F0001N_03F0201S,05F0001N,0000500100000A,121.62472,25.035036,03F0201S,0000300001990F,121.595981,25.007436,4.8,South
05F0055N_05F0001N,05F0055N,0000500100500F,121.652084,24.996504,05F0001N,0000500100000A,121.62472,25.035036,5.4,North
05F0055S_05F0287S,05F0055S,0000500000500F,121.652084,24.996504,05F0287S,0000500002820G,121.789185,24.842714,23.2,South
05F0287N_05F0055N,05F0287N,0000500102820G,121.789185,24.842714,05F0055N,0000500100500F,121.652084,24.996504,23.2,North
05F0287S_05F0309S,05F0287S,0000500002820G,121.789185,24.842714,05F0309S,0000500003100G,121.78635,24.823656,2.2,South
05F0309N_05F0287N,05F0309N,0000500103100G,121.78635,24.823656,05F0287N,0000500102820G,121.789185,24.842714,2.2,North
05F0309S_05F0439S,05F0309S,0000500003100G,121.78635,24.823656,05F0439S,0000500004400G,121.78946,24.710684,13,South
05F0438N_05F0309N,05F0438N,0000500104400G,121.789474,24.711027,05F0309N,0000500103100G,121.78635,24.823656,12.9,North
05F0438N_05FR143N,05F0438N,0000500104400G,121.789474,24.711027,05FR143N,0000501105010G,121.782364,24.733961,2.5,North
05F0439S_05F0494S,05F0439S,0000500004400G,121.78946,24.710684,05F0494S,0000500004900G,121.79991,24.66258,5.5,South
05F0528N_05F0438N,05F0528N,0000500105300G,121.80696,24.632729,05F0438N,0000500104400G,121.789474,24.711027,9,North
05FR113S_05F0439S,05FR113S,0000501005010G,121.78202,24.73379,05F0439S,0000500004400G,121.78946,24.710684,2.6,South
01F0578S_01F0633S,01F0578S,0000100005750H,121.233197,24.984414,01F0633S,0000100006300H,121.195594,24.949281,5.5,South
01F0633N_01F0584N,01F0633N,0000100106300H,121.195594,24.949281,01F0584N,0000100105800H,121.228944,24.980558,4.9,North
